IDENTIFIER	HIERARCHIE	TITEL
ID-2406	"Beamtenstrafsachen
 - Schweizerisches Strafgesetzbuch
 - 
 - Bundesanwaltschaft: Rechtsdienst (1931-2003)"	<n>Efelo Egumiv</n>, <d>27.01.2012</d>, St. Gallen
ID-487	"   |   Cas particuliers
 -  (Testamente in 163.2)   |   Successions
 - Bürgerrechts- und Zivilrechtsangelegenheiten   |   Affaires de droit de cité et de droit civil
 - Konsularisches   |   Affaires consulaires
 - Schweizerische Vertretung, Berlin: Zentrale Ablage (1866-) nach 1966 West-Berlin und ab 1990 vereintes Berlin bzw. Deutschland"	<n>WOFÂHOD, Waecu</n>
ID-537	"Gutachten; parlament. Vorstösse; Internat. Organisationen;  nach Art. 271 StGB
 - Gutachten und Mitberichte
 - 
 - Bundesanwaltschaft: Rechtsdienst (1931-2003)"	Bewilligung zur Vornahme einer GCP-Inspektion bei der Firma <j>Dr. Abiyen</j> in Genf durch japanische Inspektoren
ID-2416	"Rechtshilfegesuche Laufnummern 80000 - 84999
 - Rechtshilfegesuche (nach Laufnummer)
 - Bundesamt für  Fachbereich Internationale Rechtshilfe, Personendossiers (IRH)"	<n>Wutunomon, Rovica</n>, <d>17.10.1998</d>, weitere
ID-1424	"Landesverteidigung
 - Schweizer Politik
 - Bindschedler Rudolf (1915-1991)"	Personal Sicherheitsprüfung in der Bundesverwaltung, Fall <n>Opedu Daso</n>
ID-1455	"Führung der Personaldossiers
 - Personalführung
 - Personalführung- und Administration
 - Personal (Lohnbezüger)
 - Personal
 - Support und Ressourcen
 - Gruppe Verteidigung: Zentrale Ablage (2004-)"	Personaldossier <n>Ebutaey, Oomo</n> (<d>23.11.2018</d>)
ID-2519	" Benutzer 
 -  Benützer (LfNr) / Standort der Akten: B 51
 - Benutzung 
 - Vermittlung, Benutzung, Auswertung
 - Schweizerisches Bundesarchiv: Zentrale Ablage (1996-2007)"	<n>DOCIDESADO, Eucöw</n>, Bern
ID-2317	"Divisionsgericht 9A
 -  Territorialgericht 3 A, Dienst- Offiziere der Militärjustiz, nach Anfall
 - Oberauditorat:  (1992- 2003)"	<n>Riwig, Hidiv</n>, Matr. Nr. <a>38.51.935</a>, geb. <d>22.09.1968</d>
ID-1537	"Korrespondenz
 -  Bankenkommission: Banken und Sparkassen (1935-1978)"	Mobilien Verwaltungsgesellschaft <j>Iyogo Medizintechnik, S.A.</j>, Zürich: Korrespondenz
ID-1808	"Informelles, Vorprüfung, Prüfung und Rechtsmittelverfahren (41-0001 bis 41-0014 Reservenummern) (Nach Laufnummern)
 - Unternehmenszusammenschlüsse
 - Wettbewerbskommission: Zentrale Ablage (1997- )"	<j>Ewa und Bihunif, Sàrl</j> (<wd>7.4.</wd> - <wd>31.5. 2003</wd>)
ID-127	"Selbstanzeige Bonusregelung (Art. 49 a ABS. 2 KG) (Nach Laufnummern)
 - Wettbewerbsabreden
 - Wettbewerbskommission: Zentrale Ablage (1997- )"	Zustellung nichtadressierbarer Sendungen  ("<j>Mamae Radio</j>"); 3 Tonbänder i. S. Bonusmeldung vom <wd>05.05.2014</wd>
ID-763	"Rechtshilfe in Zivilsachen   |    juridique en matière civile
 - Zivilprozessrecht   |   Procédure civile
 - Zivilrecht und Zivilprozessrecht des    |   Droit civil et procédure civile de l' de résidence
 - Recht   |   Droit
 - Schweizerische Vertretung, Lissabon: Zentrale Ablage (1966-)"	<n>Casabân-Solume, Inaneb</n>
ID-1254	"Banken, Sparkassen & Holdings (inkl. Banken mit 
 - Banken
 - 
 -  Bankenkommission: Zentrale Ablage (2002-2004)"	<j>Noya</j> Zug 3585-101-8
ID-533	"Familienrechte ( und Kinderrechte) ""A-Z""
 - Verschiedenes
 - Rechtsschutz in Bezug auf das  (Vermögenswerte)
 - Schweizer und schweizerische Interessen im Auslande
 - Auswärtige Politik
 - Politische Direktion: Zentrale Ablage (1982-2000)"	<n>IVAH, Tampa</n>, <d>04.11.1977</d>
ID-1530	"
 - Fürsorgerische Unterstützungen
 - Fürsorge und Unterstützung
 - Sozialversicherung, Fürsorge und Stipendien
 - Konsularisches
 - Schweizerische Vertretung, Bregenz: Zentrale Ablage (1966-)"	Fürsorgliche Unterstützung: <n>UWEWIHU, Giluh</n>, <d>26.09.2000</d>
ID-64	" des Beschwerdedienstes im  1998
 -  des Beschwerdedienstes 1990 - 1999
 -  des Beschwerdedienstes
 - Beschwerdedienst des eidgenössischen  und Polizeidepartements: Beschwerdefälle (1959-2007)"	<n>Tedisi Hiyiri, Oomo</n> <d>19.03.1965</d>
ID-846	"
 - Bundesanwaltschaft: Rechtsdienst (1931-2003)"	<n>Tedisi Hiyiri, Oomo</n>; Falsificazione timbro <j>Pegac&Miwud</j>-Scalo Locale Chiasso
ID-2009	"Rekurse, Beschwerden
 - Höhere Fachprüfungen (Meisterprüfungen), Berufsprüfungen
 - Beruflicher Unterricht / Turn- und Sportunterricht
 - Berufliche Ausbildung
 - Bundesamt für Industrie, Gewerbe und Arbeit: Zentrale Ablage (1949-1997)"	<n>MEMEG, Bawuc</n>, 7270 Davos Platz (BP Baupoliere <wd>1987</wd>)
ID-2194	"1976 erstellte Strafakten
 - 1970-1979 erstellte Strafakten
 - Oberauditor: Strafakten  (1895-1979)"	<n>WOWÂBU, P.</n> <d>11.08.1973</d>, Ivresse au volant, vol, conduite sans permis
ID-1912	"Rekurse Milchkontingentierung (Oberrekurskommission)
 - Allgemeines
 - Milchwirtschaft
 - Landwirtschaft
 - Generalsekretariat des eidgenössischen Volkswirtschaftsdepartements: Zentrale Ablage (1956-1994)"	<j>Emerud Radio GmbH</j>, La Tour-de-Trême
ID-559	"  K 199000 - 199999
 -   nach Laufnummer
 - Bundesamt für Polizeiwesen: Personenregistratur (1979-1998)"	<n>Idatab, Oleci</n> . <d>22.07.1967</d>
ID-1188	"Allgemeines
 - Bundesamt für Informatik
 - Finanzdepartement
 - Finanzdepartement - Beschaffungs und Fernmeldewesen des Bundes - Postpauschale - Bauwesen des Bundes- Leserbriefe
 - Generalsekretariat des  Finanzdepartements: Zentrale Ablage (1984-2009)"	Administrativuntersuchung im Bundesamt für für Informatik und Telekommunikation (BIT), Beilagen zm Bericht (221 - 250)
ID-773	" Verfahren
 - Marktaufsicht
 - Aufsicht
 - Kontrollstelle für die Bekämpfung der Geldwäscherei: Zentrale Ablage (1998-2008)"	<j>Setite and Hutin, AG</j>, Rotkreuz
ID-2694	"Kategorie 3A-G
 - Kategorie 3A
 - Kategorie 3
 - Claims Resolution Tribunal: Bankunterlagen und Vermögensaufstellungen diverser Schweizer Banken"	<n>Mivuasoc, Ceada</n>, s.d. | <j>Hotel Ouha, GmbH</j>)
ID-1852	"Rechtshilfegesuche Laufnummern 65000 - 69999
 - Rechtshilfegesuche (nach Laufnummer)
 - Bundesamt für  Fachbereich Internationale Rechtshilfe, Personendossiers (IRH)"	<j>Ifuda</j> Zuerich, weitere
ID-2213	"Beschwerden, Aufsichtseingaben
 - Bundesversammlung: Geschäftsprüfungskommissionen (1969-1994)"	<n>Ramafute, Odom</n>, Wädenswil, gegen Bundesgericht
ID-1952	" K
 - 
 - Piloten und anderes Flugpersonal
 - Luftfahrtpersonal
 - Bundesamt für Zivilluftfahrt: Zentrale Ablage (1979- 2004)"	<n>Véweluh Velel Uhono</n>, <d>29.06.1990</d>
ID-605	"
 - Bundesamt für Ausländerfragen: Personenregistratur (1979-2003)"	<n>Vi Obihavuma, Wimiwu</n> <d>13.08.2017</d> YU
ID-2077	"Service des enquêtes, Genève
 - D. III Genève
 - Cas pénaux
 - Brevet
 - Zollkreisdirektion, Genf: Zentrale Ablage (1996 - )"	Direction d'arrondissement des douanes, Genève : Maison <j>Boibu Eyure et associés</j>, Genève, non décharge d'un document T2 pour du mobilier, par l'Inspection de douane de Genève-La Praille.
ID-1726	"Kommissionsberichte (Behörden,  (Nach Laufnummern)
 - Interne Organisation/ Verwaltung
 - Wettbewerbskommission: Zentrale Ablage (1997- )"	Arbeitsgruppe "Deklaration von Dienstleistungen"
ID-2157	"Revisionsberichte
 - Ablage der Banken und Sparkassen
 -  Bankenkommission: Banken und Sparkassen (1979-1996)"	<j>Deliv</j>
ID-2520	" 20001-25000 - Rekursnummer 20001-25000
 - Beschwerdeakten,  - Dossiers de recours, cas particuliers
 -  Rekurskommission der Alters-, Hinterlassenen- und Invalidenversicherung für die im Ausland wohnenden Personen: Zentrale Ablage (1971-2006)"	<n>Mucew Otepici</n>
ID-2756	"Claim files, Section 23
 - Nuclear Claims Tribunal of the Republic of the Marshall Islands: Official claims files"	<n>Se, Netay</n>
ID-1218	"Botschaftspersonal
 - Personal der ausländischen Vertretungen
 - Protokoll
 - Allgemeine aussenpolitische Fragen
 -  Departement für auswärtige Angelegenheiten: Zentrale Ablage des   (1997-)"	<n>Epumen, Cago</n>, <d>18.01.2011</d> Band 2
ID-22	"Allgemeines
 - Fall 
 - Bundesanwaltschaft: Handakten Rudolf Gerber, Bundesanwalt (1974-1993)"	<n>WÄYOFUB, Âmur</n> betreffend Entbindung der Schweigepflicht
ID-596	"Versichertendossiers Familienname Sch
 - Versichertendossiers A-Z
 - Bundesamt für Militärversicherung:  Militärversicherung und Renten (1979-2005)"	<n>EVI, Suyar</n>, <a>58.32.277</a>
ID-1974	"O
 -  und Verlust des Schweizerbürgerrechts
 - Polizeiabteilung: Personenregistratur (1901-1979)"	<n>Bewiniheg, Ubewe</n>, <d>15.03.1963</d>
ID-633	"  K 153000 - 153999
 -   nach Laufnummer
 - Bundesamt für Polizeiwesen: Personenregistratur (1979-1998)"	<n>Bowof, Awüfa</n> . <d>2009</d>
ID-1599	" 50001-55000 - Rekursnummer 50001-55000
 - Beschwerdeakten,  - Dossiers de recours, cas particuliers
 -  Rekurskommission der Alters-, Hinterlassenen- und Invalidenversicherung für die im Ausland wohnenden Personen: Zentrale Ablage (1971-2006)"	<n>Reipago Awola Aiviy</n>
ID-2139	"Banken, Sparkassen & Holdings (inkl. Banken mit 
 - Banken
 - 
 -  Bankenkommission: Zentrale Ablage (2002-2004)"	<j>Hilif, GmbH</j> Zug 626-101-9
ID-798	"  K 132000 - 132999
 -   nach Laufnummer
 - Bundesamt für Polizeiwesen: Personenregistratur (1979-1998)"	<n>TACAH, E.</n>, <d>08.08.2012</d>
ID-2483	"  K 234000 - 234999
 -   nach Laufnummer
 - Bundesamt für Polizeiwesen: Personenregistratur (1979-1998)"	<n>MORELO, X.</n> . <d>21.01.2011</d>
ID-1631	" 2005
 - Verfahrensakten der Zweigstelle Lausanne (nach  geordnet) - Procédures pénales traitées par l'Antenne de Lausanne
 - Ressort  und Anklage -  et Accusation  (vorwiegend Wirtschaftskriminalität und Geldwäscherei)
 - Bundesanwaltschaft: Geschäftsdossiers und Verfahrensakten (1889-2008)"	Procédure pénale <n>VI, Soyite</n> et consorts pour blanchiment d'argent (art. 305bis CP), organisation criminelle art 260ter CP) et infraction à la LStup (art. 19 LStup) - Annexe 3 - Pasche 1
ID-2784	" Fälle
 - Wiedereinsetzung
 - Vollzug nationalen Rechts
 - Patente
 -  Institut für Geistiges  Zentrale Ablage (1996 - )"	<j>Gilirab Vibir GmbH</j>, Alcobendas (ES)
ID-1995	"Behandlung von Dienstbeschwerden 2. Instanz
 - Dienstbeschwerden
 - Rechtsanwendung
 - Recht und Compliance
 - Führung der Querschnittaufgaben
 - Gruppe Verteidigung: Zentrale Ablage (2004-)"	Dienstbeschwerden Sdt. <n>UPEREMIVUUF, Yevel</n>
ID-165	"Asylfälle
 - Asyl   |   Asile
 - Niederlassung und Aufenthalt in der Schweiz   |    et séjour en Suisse
 - Niederlassung, Aufenthalt, Berufsausübung   |    Séjour, Profession
 - Konsularisches   |   Affaires consulaires
 - Schweizerische Vertretung, Teheran: Zentrale Ablage (1966- )"	<n>Boyofu Voyowib, E.</n>, <d>30.10.1979</d> Iran, Ehefrau + Kinder
ID-730	" 45001-50000 - Rekursnummer 45001-50000
 - Beschwerdeakten,  - Dossiers de recours, cas particuliers
 -  Rekurskommission der Alters-, Hinterlassenen- und Invalidenversicherung für die im Ausland wohnenden Personen: Zentrale Ablage (1971-2006)"	<n>Fegame Ehabav, Isoviy</n>
ID-423	"Stipendiendienst - Service des bourses
 - China - Chine
 - Operationelle Tätigkeiten im Ausland
 - Hilfswerk der evangelischen Kirchen der Schweiz: Zentrale Ablage (1946-)"	<n>Abolugut Otäco Yautï</n>, *<d>11.05.1968</d>, bourse de dépannage, informatique de gestion à Neuchâtel, <wd>1995</wd>-<wd>1997</wd>
ID-185	"Ordipro Nr. 110'000 - 119'999
 - Daten der Sektion Privilegien und Immunitäten, Bern und der Ständigen Mission der Schweiz beim Büro der Vereinten Nationen und den anderen internationalen Organisationen, Genf
 - Informationssystem Ordipro (Betreuung von in der Schweiz akkreditierten Personen)"	<n>Se, Netay</n>, <d>21.11.2015</d>, (Ordipro Nr. <a>403.74.258</a>)
ID-2687	"Anfragen Dritter betr. Sorgfaltspflicht
 - Allgemeines
 - Aufsicht
 - Kontrollstelle für die Bekämpfung der Geldwäscherei: Zentrale Ablage (1998-2008)"	Anfragen Dritter betr. Sorgfaltspflicht
ID-266	"Beschwerden 
 -  Datenschutzkommission: Zentrale Ablage (1993-2006)"	<n>Boyofu Voyowib, E.</n>/Oberfeldarzt
ID-2712	"Dossier N 48000 - 48999
 - Niederlassungsangelegenheiten von Ausländern, Aus- und Wegweisungen, Ausweisschriften für Flüchtlinge, Internierungen
 - Polizeiabteilung: Personenregistratur (1901-1979)"	<n>EHISOD, Uhono</n> . <d>15.04.1998</d>
ID-2150	"Rekurse nach  und Laufnummer
 -  Zollrekurskommission: Zentrale Ablage (1926-2006)"	<j>Assurances Udumun, AG</j>
ID-481	"Allgemeines / Betreuung von Personen und Institutionen im Drittstaat, nach Mandanten
 - Betreuung von Personen und Institutionen im Drittstaat
 - Vertretung fremder Interessen (FI)
 - Vertretung fremder Interessen durch die Schweiz (FI)
 - Allgemeine aussenpolitische Fragen
 -  Departement für auswärtige Angelegenheiten: Zentrale Ablage des   (1997-)"	<n>Cecuyuge, Yewec</n>,<d>12.11.1975</d> (décédé)
ID-150	"Spezialitätenliste
 - Rekurse, Beschwerden, Rechtsfragen
 - Bundesamt für Sozialversicherung (BSV)
 - Geschäfte des 
 - Generalsekretariat des eidgenössischen Departements des Innern: Zentrale Ablage (1984-1992)"	"Röntgenkontrastmittel"; Beschwerde-Rückzug Fa. <j>Iloch GmbH</j>
ID-561	"Cas particuliers, missions permanentes
 - Levée des immunités
 - Généralités
 - Immunités et privilèges
 - Questions administratives
 - Organisations Internationales, Missions Permanentes
 - Ständige Mission der Schweiz bei den internationalen Organisationen, Genf: Zentrale Ablage (1977-1992)"	<n>Soyite Fowéb</n>, Guatemala
ID-2637	"Rechtshilfegesuche Laufnummern 45000 - 49999
 - Rechtshilfegesuche (nach Laufnummer)
 - Bundesamt für  Fachbereich Internationale Rechtshilfe, Personendossiers (IRH)"	<n>OMAHIMUDO, Öbér</n>, <d>27.04.2011</d>
ID-2352	"  K 318000 - 318999
 -   nach Laufnummer
 - Bundesamt für Ausländerfragen: Personenregistratur (1979-2003)"	<n>UATDETI, Velel</n> . <d>16.04.2009</d>
ID-767	" Verfahren
 - Marktaufsicht
 - Aufsicht
 - Kontrollstelle für die Bekämpfung der Geldwäscherei: Zentrale Ablage (1998-2008)"	<j>Wivebe GmbH</j>
ID-369	"Rekurse und Beschwerden
 - Gesuche um Aufnahme von Medikamenten in die Spezialitätenliste, Wiedererwägungsgesuche, Preiserhöhungsgesuche und Rekurse
 - Auswahl von Arzneimitteln für die Krankenversicherung
 - Krankenversicherung
 - Bundesamt für Sozialversicherung: Zentrale Ablage (1930-2006)"	<j>Ugam Events, AG</j>: CARDIAZOL (0527) / DICODID (0532) / DILAUDID (0537 & 0539) / DILAUDID (5805/6) / GRANUGEN (0541) / ISOPIN (10126/7/8) / PRACODIN (0552 & 8146 & 7538)
ID-2431	" des Beschwerdedienstes im  1999
 -  des Beschwerdedienstes 1990 - 1999
 -  des Beschwerdedienstes
 - Beschwerdedienst des eidgenössischen  und Polizeidepartements: Beschwerdefälle (1959-2007)"	<n>Uperemivuuf, Awuwav</n> <d>30.08.1997</d>
ID-2600	"Beamtenstrafsachen
 - Schweizerisches Strafgesetzbuch
 - 
 - Bundesanwaltschaft: Rechtsdienst (1931-2003)"	<n>EC, Ceada</n> ; <d>25.02.2020</d> ; Strafanz. wg Körperverletzung gg L.
ID-671	"Persönliche Akten der Piloten, Fliegerjubilare
 - Militärflugwesen
 - Militär- und Zivilflugwesen
 - Bundesamt für Militärflugplätze: Zentrale Ablage (1979-1995)"	<n>Ugomida Hona Hilus</n>, <d>21.04.2006</d>
ID-1414	"Anwärterdossiers
 - Bundesamt für Militärflugwesen und Fliegerabwehr: Anwärterdossiers der Flieger-,  Fliegerabwehrrekruten- und Unteroffizierschulen"	<n>Etorop, Oayat</n>, Matrikel Nummer <a>614.28.757</a>
ID-307	"Korrespondenz (Allgemeines, Bewilligung, Besitzverhältnisse, Statuten und Reglemente), Spezialdossiers
 - Ablage der Banken und Sparkassen
 -  Bankenkommission: Banken und Sparkassen (1979-1996)"	<j>Awoace, AG</j>: Korrespondenz
ID-2253	"Rekurse nach  und Laufnummer
 - Steuerrekurskommission: Zentrale Ablage (1993-2006)"	<j>Ehad, AG</j>
ID-2662	"Ordipro Nr. 230'000 - 239'999
 - Daten der Sektion Privilegien und Immunitäten, Bern und der Ständigen Mission der Schweiz beim Büro der Vereinten Nationen und den anderen internationalen Organisationen, Genf
 - Informationssystem Ordipro (Betreuung von in der Schweiz akkreditierten Personen)"	<n>Gonado-Icol, Eovap</n>, <d>22.06.1974</d>, (Ordipro Nr. <a>806.26-550</a>)
ID-1120	"Informelles, Vorprüfung, Prüfung und Rechtsmittelverfahren (41-0001 bis 41-0014 Reservenummern) (Nach Laufnummern)
 - Unternehmenszusammenschlüsse
 - Wettbewerbskommission: Zentrale Ablage (1997- )"	<j>Mobeeg, GmbH</j> <wd>12. April  2001</wd>. Beilagen 4 - 6 (File 5 - 7)
ID-2782	"Flugunfälle mit Schlussbericht
 - Büro für Flugunfalluntersuchungen: Zentrale Ablage (1960-2011)"	HB-SBA Safenwil AG <wd>09.05.1991</wd> + <n>HA, Cure</n>
ID-2663	"  K 271000 - 271999
 -   nach Laufnummer
 - Bundesamt für Polizeiwesen: Personenregistratur (1979-1998)"	<n>Memeg, Oepag</n> . <d>10.11.1964</d>
ID-693	"Dienst- A-Z: Familienname mit F
 - Dienst- A-Z
 - Mutationen / Dienst-
 - Beförderungen und Mutationen
 - Bewirtschaftung der Truppe
 - Untergruppe Personelles der Armee: Dienst- von Armeeangehörigen (1996-2003)"	<n>Datig-Ivao, Beoeg</n>, Oberleutnant, <d>26.09.1973</d>
ID-1404	"Personal
 - Öffentliche Räume
 - Direktion Technik, Sicherheit, Logistik, Direktion Technik (DT)
 - Direktionen
 - Verein schweizerische Landesausstellung, Neuenburg: Zentrale Ablage (1995-2003)"	Personnel: engagement de <n>OMEOSED, Ovomew</n>, correspondance; Bulletin de livraison de <j>Cisiso</j> pour des réproductions
ID-1497	"Cas particuliers  A - Z
 - Heimschaffungen (alle Fälle, ohne Rücksicht auf unterstützende Stelle)
 - Fürsorge und Unterstützung
 - Sozialversicherung, Fürsorge und Unterstützung, Stipendien
 - Konsularisches
 - Schweizerische Vertretung, Paris: Zentrale Ablage (2005-)"	<n>EDEYUL, Funomul</n>   <d>21.09.1998</d>  Neuenegg BE + Le Landeron NE
ID-1222	"Gegen Bundesamt für Zivilluftfahrt
 - Beschwerden, Aufsichtsbeschwerden
 - Recht (Geschäfte der Rechtsabteilung GS)
 - Generalsekretariat des eidgenössischen Departements für Umwelt, Verkehr,  und Kommunikation: Zentrale Ablage (1998-)"	Rekurs gegen die Verfügung des Bundesamtes für Zivilluftfahrt vom <wd>2.7.1996</wd>; Pilotenausweis No 30038, Medizinische Untauglichkeit, Verfügung
ID-17	"Personaldossiers
 - Gemeinsame Fragen betr. Zivil- und Grenzwachtpersonal
 - ORGANISATION D ZOLLV
 - Zollkreisdirektion Lugano: Zentrale Ablage (1960-2004)"	<n>Wahur, Cufo</n>, <d>10.08.1963</d> (dimissioni)
ID-1073	" 2004
 - Verfahrensakten der Zweigstelle Lausanne (nach  geordnet) - Procédures pénales traitées par l'Antenne de Lausanne
 - Ressort  und Anklage -  et Accusation  (vorwiegend Wirtschaftskriminalität und Geldwäscherei)
 - Bundesanwaltschaft: Geschäftsdossiers und Verfahrensakten (1889-2008)"	Procédure pénale <n>Sadipi, Ufunä</n> pour soupçon d'organisation criminelle (art. 260 ter CP) et traite d'êtres humains (art. 196 CP) - Contrôles téléphoniques: 078 828 42 31 (29/6)
ID-1449	" behandelte Beschwerden (Akten zum Teil mit Video und Tonbandkassetten)
 - Unabhängige Beschwerdeinstanz für Radio und Fernsehen: Zentrale Ablage (1984- )"	<n>VI, Soyite</n>: Fernsehen und Radio DRS, Berichterstattung über die schweiz. Delegiertenversammlung der <j>Imoh Versicherungen, S.A.</j> in versch. Sendungen vom <wd>3. Juni 1989</wd>
ID-2073	"Dossier N 129000 - 129999
 - Asyldossiers
 - Bundesamt für Polizeiwesen: Personenregistratur (1979-1998)"	<n>Ramafute, Odom</n> . <d>15.07.1996</d>
ID-2425	"  K 327000 - 327999
 -   nach Laufnummer
 - Bundesamt für Ausländerfragen: Personenregistratur (1979-2003)"	<n>Es, R.</n> . <d>19 septembre 1993</d>
ID-1250	"Kontrollberichte, Notizen - 
 - Kontrollberichte, Notizen
 - Mehrwertsteuer (MWST)
 -  Steuerverwaltung: Mehrwertsteuer (1994-)"	3663) Einwohnergemeinde Zeiningen Elektrizitätsversorgung, ZEININGEN; Inspektor: <n>DUPUG, Yewec</n>; Kontrollberichtnummer 196
